t[s]	U[V]	I[A]	Piro[°C]	TC-K[°C]
 32,190	  4,324	  6,322	1042,753	882,658
 32,200	  4,329	  6,321	1042,914	882,645
 32,210	  4,318	  6,316	1042,734	882,660
 32,220	  4,324	  6,315	1042,638	882,669
 32,230	  4,314	  6,318	1042,641	882,669
 32,240	  4,324	  6,317	1042,644	882,669
 32,250	  4,312	  6,312	1042,747	882,669
 32,260	  4,318	  6,310	1042,716	882,669
 32,270	  4,312	  6,308	1042,607	882,669
 32,280	  4,319	  6,312	1042,593	882,669
 32,290	  4,321	  6,315	1042,572	882,669
 32,300	  4,324	  6,314	1042,571	882,669
 32,310	  4,316	  6,314	1042,570	882,669
 32,320	  4,327	  6,320	1042,583	882,669
 32,330	  4,320	  6,322	1042,587	882,669
 32,340	  4,323	  6,327	1042,540	882,669
 32,350	  4,317	  6,328	1042,552	882,669
 32,360	  4,325	  6,330	1042,613	882,669
 32,370	  4,318	  6,329	1042,592	882,669
 32,380	  4,325	  6,329	1042,555	882,669
 32,390	  4,320	  6,319	1042,572	882,669
 32,400	  4,320	  6,315	1042,585	882,669
 32,410	  4,321	  6,314	1042,632	882,669
 32,420	  4,322	  6,313	1042,649	882,669
 32,430	  4,327	  6,310	1042,644	882,669
 32,440	  4,336	  6,309	1042,643	882,666
 32,450	  4,321	  6,306	1042,637	882,645
 32,460	  4,331	  6,307	1042,631	882,652
 32,470	  4,321	  6,309	1042,617	882,669
 32,480	  4,330	  6,312	1042,595	882,669
 32,490	  4,325	  6,314	1042,572	882,669
 32,500	  4,325	  6,316	1042,380	882,652
 32,510	  4,320	  6,317	1042,293	882,645
 32,520	  4,329	  6,322	1042,113	882,666
 32,530	  4,320	  6,322	1042,101	882,669
 32,540	  4,328	  6,323	1042,266	882,669
 32,550	  4,319	  6,321	1042,268	882,669
 32,560	  4,330	  6,320	1042,275	882,669
 32,570	  4,326	  6,318	1042,289	882,658
 32,580	  4,326	  6,317	1042,307	882,645
 32,590	  4,324	  6,313	1042,141	882,645
 32,600	  4,323	  6,313	1042,048	882,645
 32,610	  4,320	  6,312	1042,223	882,665
 32,620	  4,328	  6,310	1042,254	882,669
 32,630	  4,319	  6,304	1042,025	882,669
 32,640	  4,317	  6,304	1042,084	882,669
 32,650	  4,316	  6,304	1042,307	882,669
 32,660	  4,325	  6,305	1042,085	882,669
 32,670	  4,324	  6,306	1041,752	882,669
 32,680	  4,320	  6,311	1041,748	882,669
 32,690	  4,325	  6,312	1041,745	882,669
 32,700	  4,319	  6,312	1041,733	882,669
 32,710	  4,323	  6,313	1041,729	882,669
 32,720	  4,312	  6,317	1041,218	882,669
 32,730	  4,319	  6,318	1041,241	882,665
 32,740	  4,315	  6,321	1041,444	882,645
 32,750	  4,321	  6,320	1041,433	882,653
 32,760	  4,318	  6,320	1041,412	882,669
 32,770	  4,322	  6,314	1041,415	882,669
 32,780	  4,317	  6,313	1041,417	882,669
 32,790	  4,327	  6,308	1041,433	882,669
 32,800	  4,320	  6,307	1041,439	882,669
 32,810	  4,323	  6,302	1041,399	882,647
 32,820	  4,318	  6,301	1041,369	882,645
 32,830	  4,326	  6,301	1041,153	882,645
 32,840	  4,319	  6,302	1041,144	882,652
 32,850	  4,323	  6,303	1041,123	882,669
 32,860	  4,314	  6,303	1041,203	882,657
 32,870	  4,317	  6,303	1041,285	882,645
 32,880	  4,308	  6,308	1041,361	882,661
 32,890	  4,321	  6,309	1041,396	882,669
 32,900	  4,316	  6,312	1040,641	882,648
 32,910	  4,326	  6,314	1040,548	882,646
 32,920	  4,319	  6,320	1040,848	882,669
 32,930	  4,321	  6,317	1040,927	882,669
 32,940	  4,316	  6,314	1041,165	882,669
 32,950	  4,312	  6,311	1040,984	882,669
 32,960	  4,310	  6,310	1040,754	882,669
 32,970	  4,311	  6,306	1040,664	882,669
 32,980	  4,318	  6,305	1040,610	882,669
 32,990	  4,324	  6,304	1040,698	882,649
 33,000	  4,320	  6,302	1040,718	882,645
 33,010	  4,317	  6,297	1040,782	882,645
 33,020	  4,320	  6,298	1040,760	882,649
 33,030	  4,317	  6,300	1040,673	882,669
 33,040	  4,311	  6,299	1040,710	882,669
 33,050	  4,317	  6,299	1040,767	882,669
 33,060	  4,308	  6,306	1040,697	882,655
 33,070	  4,313	  6,308	1040,647	882,645
 33,080	  4,315	  6,308	1040,586	882,663
 33,090	  4,310	  6,308	1040,568	882,669
 33,100	  4,315	  6,311	1040,601	882,669
 33,110	  4,315	  6,313	1040,601	882,669
 33,120	  4,317	  6,317	1040,593	882,669
 33,130	  4,320	  6,315	1040,614	882,669
 33,140	  4,317	  6,313	1040,655	882,669
 33,150	  4,325	  6,307	1040,589	882,669
 33,160	  4,321	  6,304	1040,530	882,669
 33,170	  4,317	  6,303	1040,528	882,651
 33,180	  4,313	  6,302	1040,527	882,645
 33,190	  4,315	  6,300	1040,598	882,667
 33,200	  4,314	  6,299	1040,633	882,667
 33,210	  4,325	  6,295	1040,884	882,645
 33,220	  4,324	  6,296	1040,810	882,652
 33,230	  4,329	  6,297	1040,627	882,669
 33,240	  4,329	  6,302	1040,616	882,669
 33,250	  4,327	  6,304	1040,603	882,669
 33,260	  4,333	  6,304	1040,579	882,669
 33,270	  4,329	  6,304	1040,567	882,669
 33,280	  4,324	  6,304	1040,543	882,669
 33,290	  4,326	  6,306	1040,540	882,668
 33,300	  4,327	  6,311	1040,553	882,645
 33,310	  4,337	  6,310	1040,551	882,645
 33,320	  4,329	  6,310	1040,544	882,645
 33,330	  4,325	  6,306	1040,595	882,655
 33,340	  4,333	  6,304	1040,663	882,669
 33,350	  4,337	  6,299	1040,594	882,654
 33,360	  4,333	  6,298	1040,551	882,645
 33,370	  4,343	  6,298	1040,573	882,645
 33,380	  4,333	  6,297	1040,577	882,645
 33,390	  4,342	  6,296	1040,589	882,645
 33,400	  4,336	  6,295	1040,589	882,645
 33,410	  4,337	  6,292	1040,589	882,645
 33,420	  4,337	  6,294	1040,637	882,645
 33,430	  4,332	  6,295	1040,716	882,645
 33,440	  4,333	  6,297	1040,732	882,659
 33,450	  4,334	  6,297	1040,744	882,669
 33,460	  4,341	  6,302	1040,679	882,669
 33,470	  4,338	  6,303	1040,659	882,669
 33,480	  4,344	  6,307	1040,556	882,669
 33,490	  4,333	  6,308	1040,552	882,669
 33,500	  4,339	  6,310	1040,561	882,669
 33,510	  4,325	  6,309	1040,620	882,661
 33,520	  4,330	  6,308	1040,739	882,645
 33,530	  4,325	  6,301	1040,667	882,657
 33,540	  4,330	  6,297	1040,601	882,669
 33,550	  4,329	  6,294	1040,593	882,669
 33,560	  4,327	  6,294	1040,590	882,669
 33,570	  4,320	  6,291	1040,622	882,669
 33,580	  4,327	  6,290	1040,622	882,667
 33,590	  4,326	  6,286	1040,582	882,645
 33,600	  4,329	  6,289	1040,546	882,645
 33,610	  4,317	  6,292	1040,455	882,645
 33,620	  4,317	  6,296	1040,404	882,656
 33,630	  4,311	  6,298	1040,347	882,669
 33,640	  4,315	  6,299	1040,119	882,653
 33,650	  4,312	  6,299	1040,002	882,645
 33,660	  4,310	  6,302	1040,204	882,665
 33,670	  4,313	  6,303	1040,252	882,669
 33,680	  4,312	  6,307	1040,535	882,669
 33,690	  4,312	  6,304	1040,405	882,669
 33,700	  4,311	  6,301	1039,971	882,669
 33,710	  4,309	  6,300	1040,001	882,669
 33,720	  4,302	  6,300	1040,043	882,669
 33,730	  4,314	  6,296	1040,205	882,654
 33,740	  4,299	  6,295	1040,308	882,645
 33,750	  4,309	  6,294	1040,504	882,664
 33,760	  4,297	  6,292	1040,553	882,669
 33,770	  4,309	  6,287	1040,321	882,669
 33,780	  4,302	  6,287	1040,266	882,669
 33,790	  4,307	  6,288	1040,024	882,669
 33,800	  4,304	  6,290	1040,129	882,669
 33,810	  4,315	  6,291	1040,307	882,669
 33,820	  4,311	  6,296	1040,174	882,669
 33,830	  4,310	  6,298	1040,070	882,669
 33,840	  4,303	  6,299	1040,044	882,651
 33,850	  4,309	  6,299	1040,035	882,645
 33,860	  4,303	  6,302	1040,331	882,645
 33,870	  4,313	  6,303	1040,345	882,648
 33,880	  4,299	  6,305	1040,311	882,669
 33,890	  4,314	  6,301	1040,225	882,661
 33,900	  4,304	  6,297	1040,041	882,645
 33,910	  4,318	  6,297	1040,125	882,645
 33,920	  4,308	  6,296	1040,205	882,645
 33,930	  4,321	  6,294	1040,049	882,662
 33,940	  4,310	  6,293	1039,981	882,669
 33,950	  4,318	  6,286	1040,270	882,647
 33,960	  4,306	  6,286	1040,295	882,647
 33,970	  4,315	  6,284	1040,180	882,669
 33,980	  4,308	  6,284	1040,165	882,669
 33,990	  4,321	  6,285	1040,124	882,669
 34,000	  4,318	  6,288	1040,228	882,658
 34,010	  4,315	  6,289	1040,349	882,645
 34,020	  4,321	  6,291	1040,148	882,660
 34,030	  4,320	  6,292	1040,039	882,669
 34,040	  4,320	  6,300	1040,006	882,649
 34,050	  4,327	  6,301	1039,990	882,645
 34,060	  4,324	  6,303	1039,666	882,645
 34,070	  4,329	  6,302	1039,642	882,650
 34,080	  4,321	  6,299	1039,554	882,669
 34,090	  4,328	  6,295	1039,611	882,659
 34,100	  4,333	  6,292	1039,694	882,645
 34,110	  4,324	  6,294	1039,634	882,659
 34,120	  4,331	  6,295	1039,595	882,669
 34,130	  4,319	  6,281	1039,695	882,669
 34,140	  4,338	  6,281	1039,722	882,669
 34,150	  4,325	  6,282	1039,633	882,645
 34,160	  4,343	  6,281	1039,619	882,649
 34,170	  4,327	  6,281	1039,557	882,669
 34,180	  4,338	  6,287	1039,626	882,669
 34,190	  4,324	  6,292	1039,748	882,669
 34,200	  4,333	  6,291	1039,729	882,669
 34,210	  4,316	  6,290	1039,713	882,669
 34,220	  4,346	  6,291	1039,774	882,651
 34,230	  4,318	  6,292	1039,796	882,645
 34,240	  4,337	  6,296	1039,443	882,667
 34,250	  4,320	  6,297	1039,421	882,669
 34,260	  4,330	  6,298	1039,456	882,669
 34,270	  4,325	  6,295	1039,543	882,669
 34,280	  4,338	  6,292	1039,737	882,669
 34,290	  4,319	  6,289	1039,591	882,657
 34,300	  4,334	  6,288	1039,445	882,645
 34,310	  4,315	  6,289	1039,623	882,661
 34,320	  4,333	  6,289	1039,704	882,669
 34,330	  4,313	  6,283	1039,721	882,648
 34,340	  4,327	  6,281	1039,721	882,646
 34,350	  4,311	  6,275	1039,689	882,669
 34,360	  4,336	  6,279	1039,684	882,663
 34,370	  4,318	  6,285	1039,671	882,645
 34,380	  4,339	  6,286	1039,557	882,656
 34,390	  4,312	  6,286	1039,418	882,669
 34,400	  4,328	  6,290	1039,606	882,669
 34,410	  4,309	  6,291	1039,712	882,669
 34,420	  4,324	  6,297	1039,467	882,649
 34,430	  4,311	  6,297	1039,422	882,645
 34,440	  4,317	  6,297	1039,702	882,669
 34,450	  4,317	  6,294	1039,640	882,664
 34,460	  4,325	  6,288	1039,408	882,645
 34,470	  4,315	  6,286	1039,428	882,654
 34,480	  4,328	  6,284	1039,458	882,669
 34,490	  4,313	  6,284	1039,641	882,669
 34,500	  4,321	  6,284	1039,769	882,669
 34,510	  4,320	  6,284	1039,492	882,669
 34,520	  4,317	  6,283	1039,414	882,669
 34,530	  4,320	  6,279	1039,725	882,669
 34,540	  4,316	  6,279	1039,736	882,665
 34,550	  4,318	  6,278	1039,739	882,645
 34,560	  4,313	  6,281	1039,588	882,653
 34,570	  4,323	  6,282	1039,308	882,669
 34,580	  4,310	  6,288	1039,384	882,656
 34,590	  4,326	  6,290	1039,448	882,645
 34,600	  4,314	  6,287	1039,230	882,662
 34,610	  4,335	  6,288	1039,150	882,669
 34,620	  4,321	  6,296	1039,297	882,669
 34,630	  4,325	  6,295	1039,332	882,666
 34,640	  4,311	  6,293	1039,516	882,645
 34,650	  4,324	  6,293	1039,494	882,652
 34,660	  4,312	  6,292	1039,444	882,669
 34,670	  4,333	  6,289	1039,460	882,669
 34,680	  4,310	  6,287	1039,478	882,669
 34,690	  4,337	  6,282	1039,453	882,669
 34,700	  4,317	  6,281	1039,442	882,669
 34,710	  4,334	  6,279	1039,130	882,648
 34,720	  4,319	  6,277	1039,078	882,645
 34,730	  4,339	  6,273	1038,983	882,645
 34,740	  4,321	  6,274	1039,073	882,651
 34,750	  4,341	  6,274	1039,342	882,669
 34,760	  4,315	  6,280	1039,249	882,658
 34,770	  4,336	  6,283	1039,131	882,645
 34,780	  4,312	  6,285	1039,185	882,645
 34,790	  4,339	  6,285	1039,217	882,645
 34,800	  4,315	  6,290	1039,201	882,645
 34,810	  4,343	  6,291	1039,200	882,645
 34,820	  4,321	  6,295	1039,438	882,669
 34,830	  4,341	  6,292	1039,433	882,669
 34,840	  4,328	  6,287	1039,412	882,669
 34,850	  4,343	  6,286	1039,205	882,659
 34,860	  4,324	  6,285	1038,881	882,645
 34,870	  4,339	  6,281	1039,060	882,645
 34,880	  4,317	  6,280	1039,189	882,645
 34,890	  4,342	  6,278	1039,325	882,663
 34,900	  4,317	  6,276	1039,365	882,669
 34,910	  4,334	  6,268	1039,412	882,669
 34,920	  4,323	  6,270	1039,413	882,669
 34,930	  4,337	  6,274	1039,408	882,669
 34,940	  4,316	  6,277	1039,340	882,661
 34,950	  4,334	  6,280	1039,209	882,645
 34,960	  4,316	  6,277	1039,036	882,658
 34,970	  4,342	  6,276	1038,883	882,669
 34,980	  4,324	  6,285	1039,234	882,651
 34,990	  4,326	  6,286	1039,371	882,645
 35,000	  4,316	  6,288	1039,476	882,645
 35,010	  4,326	  6,290	1039,457	882,645
 35,020	  4,315	  6,296	1039,195	882,645
 35,030	  4,328	  6,288	1039,149	882,652
 35,040	  4,318	  6,280	1039,036	882,669
 35,050	  4,329	  6,281	1039,007	882,657
 35,060	  4,318	  6,281	1038,975	882,645
 35,070	  4,328	  6,275	1039,255	882,645
 35,080	  4,316	  6,274	1039,392	882,645
 35,090	  4,324	  6,273	1039,053	882,645
 35,100	  4,311	  6,272	1039,004	882,646
 35,110	  4,319	  6,269	1039,117	882,669
 35,120	  4,309	  6,270	1039,167	882,669
 35,130	  4,315	  6,271	1039,325	882,669
 35,140	  4,309	  6,276	1039,179	882,659
 35,150	  4,320	  6,279	1038,985	882,645
 35,160	  4,313	  6,280	1038,903	882,660
 35,170	  4,324	  6,280	1038,853	882,669
 35,180	  4,312	  6,283	1038,852	882,669
 35,190	  4,315	  6,284	1038,852	882,669
 35,200	  4,304	  6,291	1038,971	882,669
 35,210	  4,319	  6,288	1038,990	882,669
 35,220	  4,310	  6,284	1039,071	882,669
 35,230	  4,317	  6,279	1039,005	882,669
 35,240	  4,300	  6,276	1038,897	882,669
 35,250	  4,316	  6,274	1038,870	882,669
 35,260	  4,300	  6,274	1038,849	882,669
 35,270	  4,323	  6,271	1038,868	882,650
 35,280	  4,308	  6,270	1038,874	882,645
 35,290	  4,325	  6,265	1038,813	882,645
 35,300	  4,312	  6,266	1038,848	882,645
 35,310	  4,319	  6,269	1039,082	882,645
 35,320	  4,306	  6,275	1039,006	882,653
 35,330	  4,319	  6,281	1038,852	882,669
 35,340	  4,304	  6,279	1038,728	882,656
 35,350	  4,323	  6,278	1038,613	882,645
 35,360	  4,312	  6,278	1038,762	882,662
 35,370	  4,327	  6,279	1038,822	882,669
 35,380	  4,316	  6,290	1038,844	882,647
 35,390	  4,323	  6,287	1038,831	882,647
 35,400	  4,313	  6,281	1038,669	882,669
 35,410	  4,328	  6,276	1038,701	882,669
 35,420	  4,313	  6,270	1038,785	882,669
 35,430	  4,335	  6,273	1038,808	882,658
 35,440	  4,315	  6,275	1038,833	882,645
 35,450	  4,328	  6,272	1038,875	882,661
 35,460	  4,316	  6,271	1038,896	882,669
 35,470	  4,329	  6,262	1038,583	882,648
 35,480	  4,320	  6,262	1038,540	882,646
 35,490	  4,332	  6,264	1038,814	882,669
 35,500	  4,318	  6,266	1038,832	882,669
 35,510	  4,330	  6,270	1038,892	882,669
 35,520	  4,322	  6,270	1038,897	882,659
 35,530	  4,333	  6,270	1038,904	882,645
 35,540	  4,326	  6,276	1038,853	882,659
 35,550	  4,321	  6,277	1038,821	882,669
 35,560	  4,323	  6,281	1038,875	882,669
 35,570	  4,325	  6,281	1038,888	882,669
 35,580	  4,325	  6,283	1038,626	882,645
 35,590	  4,315	  6,280	1038,659	882,649
 35,600	  4,325	  6,277	1038,823	882,669
 35,610	  4,321	  6,276	1038,782	882,669
 35,620	  4,326	  6,275	1038,710	882,669
 35,630	  4,321	  6,272	1038,688	882,655
 35,640	  4,320	  6,271	1038,670	882,645
 35,650	  4,319	  6,267	1038,783	882,645
 35,660	  4,326	  6,265	1038,821	882,645
 35,670	  4,316	  6,258	1038,838	882,645
 35,680	  4,325	  6,259	1038,839	882,645
 35,690	  4,310	  6,261	1038,839	882,645
 35,700	  4,317	  6,265	1038,798	882,652
 35,710	  4,311	  6,270	1038,709	882,669
 35,720	  4,333	  6,270	1038,817	882,669
 35,730	  4,315	  6,271	1038,921	882,669
 35,740	  4,336	  6,276	1038,772	882,669
 35,750	  4,304	  6,277	1038,709	882,669
 35,760	  4,330	  6,283	1038,606	882,647
 35,770	  4,302	  6,282	1038,597	882,645
 35,780	  4,333	  6,279	1038,645	882,645
 35,790	  4,303	  6,276	1038,668	882,645
 35,800	  4,331	  6,272	1038,729	882,645
 35,810	  4,308	  6,271	1038,806	882,645
 35,820	  4,333	  6,270	1038,896	882,645
 35,830	  4,308	  6,268	1038,871	882,660
 35,840	  4,332	  6,268	1038,858	882,669
 35,850	  4,311	  6,258	1038,808	882,669
 35,860	  4,334	  6,258	1038,790	882,669
 35,870	  4,314	  6,258	1038,524	882,669
 35,880	  4,333	  6,261	1038,594	882,664
 35,890	  4,309	  6,266	1038,845	882,645
 35,900	  4,335	  6,268	1038,861	882,645
 35,910	  4,311	  6,270	1038,884	882,645
 35,920	  4,338	  6,265	1038,873	882,645
 35,930	  4,313	  6,264	1038,866	882,645
 35,940	  4,335	  6,277	1038,849	882,645
 35,950	  4,314	  6,278	1038,844	882,645
 35,960	  4,337	  6,280	1038,527	882,669
 35,970	  4,322	  6,279	1038,570	882,669
 35,980	  4,338	  6,276	1038,814	882,669
 35,990	  4,323	  6,271	1038,833	882,660
 36,000	  4,342	  6,267	1038,866	882,645
 36,010	  4,313	  6,263	1038,695	882,645
 36,020	  4,331	  6,262	1038,554	882,645
 36,030	  4,319	  6,261	1038,751	882,663
 36,040	  4,334	  6,260	1038,821	882,669
 36,050	  4,328	  6,248	1038,571	882,646
 36,060	  4,331	  6,253	1038,579	882,648
 36,070	  4,325	  6,262	1038,771	882,669
 36,080	  4,333	  6,265	1038,778	882,669
 36,090	  4,327	  6,268	1038,795	882,669
 36,100	  4,326	  6,267	1038,835	882,657
 36,110	  4,321	  6,266	1038,875	882,645
 36,120	  4,322	  6,270	1038,858	882,661
 36,130	  4,327	  6,271	1038,851	882,669
 36,140	  4,324	  6,280	1038,826	882,648
 36,150	  4,321	  6,278	1038,809	882,646
 36,160	  4,324	  6,272	1038,637	882,669
 36,170	  4,318	  6,269	1038,616	882,663
 36,180	  4,321	  6,266	1038,555	882,645
 36,190	  4,320	  6,264	1038,619	882,645
 36,200	  4,318	  6,263	1038,698	882,645
 36,210	  4,326	  6,261	1038,811	882,645
 36,220	  4,325	  6,261	1038,875	882,645
 36,230	  4,322	  6,250	1038,712	882,645
 36,240	  4,318	  6,252	1038,680	882,645
 36,250	  4,320	  6,259	1038,712	882,645
 36,260	  4,308	  6,261	1038,738	882,645
 36,270	  4,316	  6,264	1038,837	882,645
 36,280	  4,310	  6,264	1038,763	882,645
 36,290	  4,321	  6,264	1038,653	882,645
 36,300	  4,319	  6,265	1038,743	882,659
 36,310	  4,317	  6,265	1038,805	882,669
 36,320	  4,319	  6,271	1038,695	882,650
 36,330	  4,319	  6,272	1038,664	882,645
 36,340	  4,311	  6,278	1038,690	882,668
 36,350	  4,319	  6,276	1038,701	882,665
 36,360	  4,313	  6,272	1038,759	882,645
 36,370	  4,321	  6,264	1038,683	882,645
 36,380	  4,309	  6,257	1038,541	882,645
 36,390	  4,317	  6,259	1038,546	882,658
 36,400	  4,311	  6,259	1038,550	882,669
 36,410	  4,328	  6,259	1038,514	882,651
 36,420	  4,316	  6,258	1038,501	882,645
 36,430	  4,322	  6,256	1038,555	882,645
 36,440	  4,320	  6,255	1038,571	882,645
 36,450	  4,325	  6,255	1038,662	882,645
 36,460	  4,320	  6,259	1038,721	882,645
 36,470	  4,325	  6,264	1038,856	882,645
 36,480	  4,321	  6,261	1038,842	882,657
 36,490	  4,324	  6,259	1038,827	882,669
 36,500	  4,315	  6,266	1038,846	882,669
 36,510	  4,325	  6,267	1038,855	882,669
 36,520	  4,319	  6,273	1038,830	882,669
 36,530	  4,332	  6,272	1038,814	882,668
 36,540	  4,317	  6,266	1038,634	882,645
 36,550	  4,336	  6,265	1038,691	882,645
 36,560	  4,314	  6,262	1038,862	882,645
 36,570	  4,328	  6,263	1038,886	882,655
 36,580	  4,316	  6,264	1038,915	882,669
 36,590	  4,336	  6,259	1038,527	882,654
 36,600	  4,324	  6,258	1038,299	882,645
 36,610	  4,334	  6,253	1038,529	882,665
 36,620	  4,319	  6,252	1038,580	882,669
 36,630	  4,335	  6,250	1038,634	882,669
 36,640	  4,319	  6,253	1038,634	882,669
 36,650	  4,342	  6,256	1038,632	882,669
 36,660	  4,312	  6,258	1038,620	882,659
 36,670	  4,340	  6,259	1038,602	882,645
 36,680	  4,318	  6,263	1038,407	882,659
 36,690	  4,339	  6,264	1038,267	882,669
 36,700	  4,316	  6,268	1038,257	882,669
 36,710	  4,337	  6,268	1038,254	882,669
 36,720	  4,313	  6,271	1038,235	882,646
 36,730	  4,339	  6,269	1038,235	882,648
 36,740	  4,316	  6,265	1038,238	882,669
 36,750	  4,333	  6,263	1038,256	882,661
 36,760	  4,311	  6,261	1038,291	882,645
 36,770	  4,332	  6,257	1038,260	882,645
 36,780	  4,311	  6,256	1038,232	882,645
 36,790	  4,336	  6,252	1038,240	882,645
 36,800	  4,315	  6,252	1038,243	882,645
 36,810	  4,323	  6,252	1038,261	882,645
 36,820	  4,305	  6,253	1038,273	882,645
 36,830	  4,328	  6,254	1038,360	882,645
 36,840	  4,311	  6,255	1038,251	882,645
 36,850	  4,327	  6,256	1037,983	882,645
 36,860	  4,311	  6,256	1038,122	882,645
 36,870	  4,332	  6,255	1038,271	882,645
 36,880	  4,312	  6,261	1037,977	882,661
 36,890	  4,333	  6,263	1037,833	882,669
 36,900	  4,305	  6,268	1037,985	882,648
 36,910	  4,323	  6,267	1038,025	882,645
 36,920	  4,304	  6,262	1038,317	882,645
 36,930	  4,325	  6,261	1038,316	882,645
 36,940	  4,298	  6,260	1038,313	882,645
 36,950	  4,317	  6,258	1038,037	882,655
 36,960	  4,300	  6,257	1037,672	882,669
 36,970	  4,309	  6,252	1037,694	882,654
 36,980	  4,314	  6,251	1037,708	882,645
 36,990	  4,311	  6,248	1038,056	882,645
 37,000	  4,316	  6,248	1038,138	882,645
 37,010	  4,313	  6,249	1038,203	882,669
 37,020	  4,310	  6,252	1038,116	882,669
 37,030	  4,314	  6,256	1037,747	882,669
 37,040	  4,309	  6,255	1037,921	882,660
 37,050	  4,312	  6,255	1038,206	882,645
 37,060	  4,310	  6,261	1038,075	882,659
 37,070	  4,307	  6,263	1037,976	882,669
 37,080	  4,317	  6,265	1037,918	882,650
 37,090	  4,317	  6,265	1037,900	882,645
 37,100	  4,323	  6,266	1037,741	882,645
 37,110	  4,329	  6,265	1037,732	882,648
 37,120	  4,314	  6,262	1037,729	882,669
 37,130	  4,318	  6,260	1037,717	882,661
 37,140	  4,315	  6,258	1037,694	882,645
 37,150	  4,315	  6,255	1037,829	882,645
 37,160	  4,320	  6,254	1037,954	882,645
 37,170	  4,301	  6,248	1038,156	882,645
 37,180	  4,331	  6,247	1038,239	882,645
 37,190	  4,314	  6,244	1037,738	882,645
 37,200	  4,338	  6,245	1037,660	882,645
 37,210	  4,324	  6,247	1037,441	882,645
 37,220	  4,330	  6,249	1037,517	882,651
 37,230	  4,323	  6,251	1037,712	882,669
 37,240	  4,338	  6,253	1037,711	882,669
 37,250	  4,321	  6,254	1037,711	882,669
 37,260	  4,336	  6,257	1037,893	882,653
 37,270	  4,317	  6,257	1037,987	882,645
 37,280	  4,336	  6,263	1037,476	882,665
 37,290	  4,325	  6,262	1037,376	882,669
 37,300	  4,327	  6,260	1037,129	882,669
 37,310	  4,320	  6,259	1037,216	882,669
 37,320	  4,334	  6,258	1037,505	882,669
 37,330	  4,323	  6,253	1037,599	882,659
 37,340	  4,336	  6,250	1037,728	882,645
 37,350	  4,323	  6,251	1037,409	882,659
 37,360	  4,336	  6,251	1037,205	882,669
 37,370	  4,329	  6,242	1037,507	882,649
 37,380	  4,336	  6,243	1037,582	882,645
 37,390	  4,317	  6,247	1037,369	882,645
 37,400	  4,332	  6,249	1037,397	882,645
 37,410	  4,324	  6,252	1037,539	882,645
 37,420	  4,341	  6,252	1037,277	882,654
 37,430	  4,327	  6,253	1036,831	882,669
 37,440	  4,338	  6,256	1037,155	882,655
 37,450	  4,317	  6,257	1037,409	882,645
 37,460	  4,316	  6,260	1037,164	882,645
 37,470	  4,308	  6,260	1037,082	882,645
 37,480	  4,338	  6,258	1037,213	882,645
 37,490	  4,327	  6,259	1037,206	882,645
 37,500	  4,330	  6,260	1037,108	882,645
 37,510	  4,332	  6,255	1037,205	882,645
 37,520	  4,316	  6,251	1037,412	882,645
 37,530	  4,323	  6,252	1037,282	882,645
 37,540	  4,317	  6,252	1037,156	882,645
 37,550	  4,317	  6,244	1036,976	882,645
 37,560	  4,340	  6,243	1036,899	882,645
 37,570	  4,323	  6,239	1037,061	882,666
 37,580	  4,332	  6,240	1037,090	882,667
 37,590	  4,323	  6,245	1037,196	882,645
 37,600	  4,319	  6,247	1037,086	882,651
 37,610	  4,319	  6,248	1036,788	882,669
 37,620	  4,313	  6,250	1036,854	882,658
 37,630	  4,303	  6,251	1036,930	882,645
 37,640	  4,313	  6,258	1036,908	882,645
 37,650	  4,297	  6,260	1036,896	882,645
 37,660	  4,327	  6,262	1036,918	882,645
 37,670	  4,324	  6,262	1036,919	882,645
 37,680	  4,338	  6,261	1036,831	882,669
 37,690	  4,337	  6,256	1036,775	882,664
 37,700	  4,324	  6,249	1036,575	882,645
 37,710	  4,327	  6,248	1036,708	882,655
 37,720	  4,303	  6,248	1036,898	882,669
 37,730	  4,306	  6,241	1037,050	882,669
 37,740	  4,315	  6,240	1037,151	882,669
 37,750	  4,312	  6,239	1036,915	882,650
 37,760	  4,346	  6,239	1036,853	882,645
 37,770	  4,329	  6,239	1036,865	882,645
 37,780	  4,312	  6,242	1036,869	882,645
 37,790	  4,315	  6,247	1036,885	882,645
 37,800	  4,310	  6,248	1036,855	882,645
 37,810	  4,299	  6,249	1036,801	882,645
 37,820	  4,299	  6,250	1036,810	882,645
 37,830	  4,304	  6,250	1036,817	882,645
 37,840	  4,345	  6,252	1036,676	882,663
 37,850	  4,339	  6,253	1036,626	882,669
 37,860	  4,344	  6,259	1036,845	882,646
 37,870	  4,328	  6,256	1036,838	882,645
 37,880	  4,300	  6,250	1036,663	882,645
 37,890	  4,320	  6,248	1036,675	882,645
 37,900	  4,329	  6,246	1036,702	882,645
 37,910	  4,330	  6,244	1036,646	882,645
 37,920	  4,326	  6,244	1036,590	882,645
 37,930	  4,320	  6,240	1036,708	882,645
 37,940	  4,322	  6,240	1036,761	882,645
 37,950	  4,314	  6,237	1036,969	882,645
 37,960	  4,319	  6,238	1036,985	882,645
 37,970	  4,314	  6,239	1036,828	882,645
 37,980	  4,316	  6,244	1036,829	882,651
 37,990	  4,332	  6,249	1036,830	882,669
 38,000	  4,325	  6,249	1036,851	882,658
