t[s]	U[V]	I[A]	Piro[C]	TC[C]
5.99	11.03	10.57	939.5	907.6
6.0	11.05	10.57	939.5	908.5
6.01	11.03	10.55	940.4	908.4
6.02	11.03	10.55	941.1	909.2
6.03	11.03	10.54	941.4	909.4
6.04	11.04	10.53	942.0	909.8
6.05	11.03	10.52	942.4	910.1
6.06	11.04	10.51	942.9	910.6
6.07	11.03	10.51	943.6	911.2
6.08	11.03	10.5	944.1	911.8
6.09	11.04	10.49	944.1	911.7
6.1	11.04	10.48	945.3	912.5
6.11	11.02	10.47	945.3	912.6
6.12	11.04	10.46	945.6	912.9
6.13	11.03	10.45	945.6	913.2
6.14	11.04	10.44	946.3	913.4
6.15	11.03	10.44	946.3	913.8
6.16	11.03	10.43	947.2	914.5
6.17	11.03	10.42	947.3	914.8
6.18	11.04	10.41	948.4	915.6
6.19	11.03	10.4	948.3	915.9
6.2	11.04	10.4	949.0	916.2
6.21	11.04	10.39	949.0	916.7
6.22	11.04	10.38	950.2	917.6
6.23	11.04	10.38	950.3	917.6
6.24	11.04	10.36	951.0	918.3
6.25	11.06	10.37	951.4	918.5
6.26	11.04	10.35	951.3	919.1
6.27	11.06	10.36	951.9	919.7
6.28	11.05	10.34	952.5	919.7
6.29	11.06	10.34	952.7	919.6
6.3	11.04	10.32	952.8	920.4
6.31	11.05	10.32	953.7	920.4
6.32	11.04	10.3	954.0	920.9
6.33	11.05	10.31	953.8	921.0
6.34	11.03	10.28	954.4	922.0
6.35	11.05	10.28	955.0	921.6
6.36	11.04	10.28	955.6	922.6
6.37	11.02	10.25	955.8	922.4
6.38	11.04	10.25	956.0	923.0
6.39	11.03	10.24	956.7	923.4
6.4	11.03	10.23	957.3	924.0
6.41	11.06	10.24	957.5	924.1
6.42	11.03	10.22	957.7	924.5
6.43	11.05	10.22	958.6	924.7
6.44	11.03	10.2	959.0	925.4
6.45	11.04	10.19	959.2	925.3
6.46	11.05	10.19	959.8	926.0
6.47	11.04	10.18	959.9	925.8
6.48	11.03	10.17	960.4	926.6
6.49	11.05	10.17	961.0	926.4
6.5	11.03	10.15	961.6	926.7
6.51	11.04	10.14	962.3	927.1
6.52	11.04	10.14	962.6	927.6
6.53	11.05	10.14	962.8	927.8
6.54	11.03	10.12	963.1	928.4
6.55	11.03	10.12	963.1	928.4
6.56	11.04	10.12	964.5	929.4
6.57	11.04	10.1	964.1	929.2
6.58	11.03	10.09	964.6	930.0
6.59	11.04	10.09	964.8	930.1
6.6	11.05	10.09	965.2	930.6
6.61	11.04	10.08	965.2	930.9
6.62	11.04	10.06	965.9	931.5
6.63	11.04	10.06	965.8	931.4
6.64	11.04	10.05	967.0	931.4
6.65	11.05	10.05	966.6	931.8
6.66	11.04	10.04	967.3	932.4
6.67	11.03	10.02	967.6	932.4
6.68	11.03	10.01	967.8	933.0
6.69	11.04	10.01	968.6	933.1
6.7	11.05	10.02	968.9	934.0
6.71	11.06	10.01	969.3	933.8
6.72	11.05	9.99	969.3	934.4
6.73	11.03	9.97	969.8	934.5
6.74	11.03	9.97	970.1	935.4
6.75	11.03	9.96	970.2	935.4
6.76	11.04	9.96	970.7	936.1
6.77	11.05	9.97	971.0	936.1
6.78	11.05	9.95	971.7	936.7
6.79	11.05	9.95	971.8	936.7
6.8	11.06	9.94	972.0	937.2
6.81	11.04	9.93	972.4	937.4
6.82	11.03	9.91	972.9	937.6
6.83	11.02	9.9	973.2	937.7
6.84	11.04	9.9	973.5	938.3
6.85	11.03	9.89	973.7	938.3
6.86	11.04	9.89	974.6	939.2
6.87	11.05	9.89	974.5	939.0
6.88	11.05	9.89	974.7	939.7
6.89	11.03	9.87	975.1	939.9
6.9	11.04	9.85	975.5	940.2
6.91	11.02	9.84	975.9	940.2
6.92	11.03	9.84	976.2	940.8
